,volume,open,high,low,close,caldt
0,123007793.0,472.16,473.67,470.49,472.65,2024-01-02
1,103585866.0,470.43,471.19,468.17,468.79,2024-01-03
2,84232169.0,468.3,470.96,467.05,467.28,2024-01-04
3,86118913.0,467.49,470.44,466.43,467.92,2024-01-05
4,74879074.0,468.43,474.75,468.3,474.6,2024-01-08
5,65931439.0,471.87,474.93,471.35,473.88,2024-01-09
6,67310640.0,474.16,477.4481,473.87,476.56,2024-01-10
7,77940723.0,477.59,478.12,472.26,476.35,2024-01-11
8,58026420.0,477.84,478.6,475.23,476.68,2024-01-12
9,85014870.0,475.26,476.6098,473.06,474.93,2024-01-16
10,68843871.0,471.82,472.79,469.87,472.29,2024-01-17
11,91856248.0,474.01,477.06,472.42,476.49,2024-01-18
12,110834483.0,477.65,482.72,476.5374,482.43,2024-01-19
13,75844931.0,484.01,485.22,482.78,483.45,2024-01-22
14,49945297.0,484.01,485.105,482.89,484.86,2024-01-23
15,81765039.0,487.81,488.77,484.8819,485.39,2024-01-24
16,72524989.0,487.575,488.305,485.39,488.03,2024-01-25
17,76641609.0,487.59,489.12,486.54,487.41,2024-01-26
18,61322751.0,487.73,491.415,487.17,491.27,2024-01-29
19,58618386.0,490.56,491.62,490.11,490.89,2024-01-30
20,126011062.0,488.62,489.0813,482.86,482.88,2024-01-31
21,91891637.0,484.63,489.23,483.8,489.2,2024-02-01
22,99228192.0,489.65,496.05,489.3,494.35,2024-02-02
23,75757102.0,493.695,494.3778,490.23,492.55,2024-02-05
24,55918602.0,493.52,494.32,492.05,493.98,2024-02-06
25,70556506.0,496.29,498.53,495.36,498.1,2024-02-07
26,52343636.0,498.1,498.71,497.26,498.32,2024-02-08
27,63979375.0,498.84,501.65,498.49,501.2,2024-02-09
28,56502283.0,501.17,503.5,500.24,500.98,2024-02-12
29,113099199.0,494.53,497.09,490.715,494.08,2024-02-13
30,68387827.0,496.79,499.07,494.4,498.57,2024-02-14
31,61682960.0,499.29,502.2,498.795,502.01,2024-02-15
32,75532928.0,501.7,502.87,498.75,499.51,2024-02-16
33,71736740.0,497.72,498.41,494.45,496.76,2024-02-20
34,59603771.0,495.42,497.37,493.56,497.21,2024-02-21
35,76402535.0,504.01,508.49,503.02,507.5,2024-02-22
36,61321818.0,509.27,510.13,507.1,507.85,2024-02-23
37,50386738.0,508.3,508.75,505.86,505.99,2024-02-26
38,48854528.0,506.7,507.16,504.75,506.93,2024-02-27
39,56506634.0,505.33,506.855,504.96,506.26,2024-02-28
40,83924795.0,508.07,509.74,505.35,508.08,2024-02-29
41,76844844.0,508.98,513.29,508.56,512.85,2024-03-01
42,49799257.0,512.03,514.2,512.0,512.3,2024-03-04
43,72855623.0,510.24,510.7,504.91,507.18,2024-03-05
44,68382367.0,510.55,512.069,508.42,509.75,2024-03-06
45,58652085.0,513.14,515.89,509.8053,514.81,2024-03-07
46,86532535.0,515.46,518.2201,511.13,511.72,2024-03-08
47,62557183.0,510.48,511.88,508.5,511.28,2024-03-11
48,73114439.0,513.45,517.38,510.86,516.78,2024-03-12
49,55104088.0,517.11,517.29,514.49,515.97,2024-03-13
50,110171820.0,516.97,517.125,511.82,514.95,2024-03-14
51,107646297.0,510.21,511.7,508.122,509.83,2024-03-15
52,88893331.0,514.0,515.48,512.44,512.86,2024-03-18
53,60755263.0,512.15,515.995,511.12,515.71,2024-03-19
54,69594574.0,515.77,520.62,515.08,520.48,2024-03-20
55,60256112.0,523.39,524.11,521.91,522.2,2024-03-21
56,79070842.0,522.11,522.605,520.97,521.21,2024-03-22
57,48512108.0,519.8,520.95,519.61,519.77,2024-03-25
58,65463744.0,521.23,521.58,518.4,518.81,2024-03-26
59,82999777.0,521.71,523.21,519.485,523.17,2024-03-27
